,eventLink,eventName,eventDateString,eventLocation,eventListedFights,date,upcoming
195,http://ufcstats.com/event-details/5df10509264586e5,UFC 211: Miocic vs. Dos Santos,May 13 2017,"Dallas, Texas, USA",13,2017-05-13,0
196,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,UFC Fight Night: Swanson vs. Lobov,April 22 2017,"Nashville, Tennessee, USA",13,2017-04-22,0
197,http://ufcstats.com/event-details/ed069a95aaaf4f56,UFC on FOX: Johnson vs. Reis,April 15 2017,"Kansas City, Missouri, USA",13,2017-04-15,0
198,http://ufcstats.com/event-details/e7bfdb5e0112891e,UFC 210: Cormier vs. Johnson 2,April 08 2017,"Buffalo, New York, USA",13,2017-04-08,0
199,http://ufcstats.com/event-details/c0231720fe516994,UFC Fight Night: Manuwa vs. Anderson,March 18 2017,"London, England, United Kingdom",11,2017-03-18,0
200,http://ufcstats.com/event-details/47b7e4e60813b7b2,UFC Fight Night: Belfort vs. Gastelum,March 11 2017,"Fortaleza, Ceara, Brazil",14,2017-03-11,0
201,http://ufcstats.com/event-details/20e403a1acfef130,UFC 209: Woodley vs. Thompson 2,March 04 2017,"Las Vegas, Nevada, USA",11,2017-03-04,0
202,http://ufcstats.com/event-details/b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,February 19 2017,"Halifax, Nova Scotia, Canada",11,2017-02-19,0
203,http://ufcstats.com/event-details/865aa315ea62c511,UFC 208: Holm vs. De Randamie,February 11 2017,"Brooklyn, New York, USA",10,2017-02-11,0
204,http://ufcstats.com/event-details/6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,February 04 2017,"Houston, Texas, USA",14,2017-02-04,0
205,http://ufcstats.com/event-details/4512e46543b960ad,UFC on FOX: Shevchenko vs. Pena,January 28 2017,"Denver, Colorado, USA",12,2017-01-28,0
206,http://ufcstats.com/event-details/46effbd1135423c5,UFC Fight Night: Rodriguez vs. Penn,January 15 2017,"Phoenix, Arizona, USA",12,2017-01-15,0
207,http://ufcstats.com/event-details/4b2390cfaceb91d8,UFC 207: Nunes vs. Rousey,December 30 2016,"Las Vegas, Nevada, USA",11,2016-12-30,0
208,http://ufcstats.com/event-details/32541eb5d12668b4,UFC on FOX: VanZant vs. Waterson,December 17 2016,"Sacramento, California, USA",13,2016-12-17,0
209,http://ufcstats.com/event-details/6e3282d57d2467a0,UFC 206: Holloway vs. Pettis,December 10 2016,"Toronto, Ontario, Canada",12,2016-12-10,0
210,http://ufcstats.com/event-details/7139cd2ae4bf6a29,UFC Fight Night: Lewis vs. Abdurakhimov,December 09 2016,"Albany, New York, USA",12,2016-12-09,0
211,http://ufcstats.com/event-details/bd4389b71fdc0ce2,The Ultimate Fighter: Tournament of Champions Finale,December 03 2016,"Las Vegas, Nevada, USA",12,2016-12-03,0
212,http://ufcstats.com/event-details/73e09f837f3b5ecc,UFC Fight Night: Whittaker vs. Brunson,November 26 2016,"Melbourne, Victoria, Australia",13,2016-11-26,0
213,http://ufcstats.com/event-details/5cde96e0a1a1fffe,UFC Fight Night: Bader vs. Nogueira,November 19 2016,"Sao Paulo, Sao Paulo, Brazil",13,2016-11-19,0
214,http://ufcstats.com/event-details/6810d8d2dd557cf9,UFC Fight Night: Mousasi vs. Hall 2,November 19 2016,"Belfast, Northern Ireland, United Kingdom",13,2016-11-19,0
215,http://ufcstats.com/event-details/4956f60b7fa57c1a,UFC 205: Alvarez vs McGregor,November 12 2016,"New York City, New York, USA",12,2016-11-12,0
216,http://ufcstats.com/event-details/6083f497c22cc075,UFC Fight Night: Dos Anjos vs. Ferguson,November 05 2016,"Mexico City, Distrito Federal, Mexico",13,2016-11-05,0
217,http://ufcstats.com/event-details/154a6b3ffae264cd,UFC 204: Bisping vs. Henderson,October 08 2016,"Manchester, England, United Kingdom",11,2016-10-08,0
218,http://ufcstats.com/event-details/a196332ee4aa8a82,UFC Fight Night: Lineker vs. Dodson,October 01 2016,"Portland, Oregon, USA",12,2016-10-01,0
219,http://ufcstats.com/event-details/e18012194473e8b0,UFC Fight Night: Cyborg vs. Lansberg,September 24 2016,"Brasilia, Distrito Federal, Brazil",13,2016-09-24,0
220,http://ufcstats.com/event-details/d6455cb4bee503ce,UFC Fight Night: Poirier vs. Johnson,September 17 2016,"Hidalgo, Texas, USA",13,2016-09-17,0
221,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,UFC 203: Miocic vs. Overeem,September 10 2016,"Cleveland, Ohio, USA",10,2016-09-10,0
222,http://ufcstats.com/event-details/2b4faacc16d66898,UFC Fight Night: Arlovski vs. Barnett,September 03 2016,"Hamburg, Hamburg, Germany",12,2016-09-03,0
223,http://ufcstats.com/event-details/cfbccfed4e4796fe,UFC on FOX: Maia vs. Condit,August 27 2016,"Vancouver, British Columbia, Canada",10,2016-08-27,0
224,http://ufcstats.com/event-details/5da4e8dc02e50ac0,UFC 202: Diaz vs. McGregor 2,August 20 2016,"Las Vegas, Nevada, USA",12,2016-08-20,0
225,http://ufcstats.com/event-details/232c582f29f8f65e,UFC Fight Night: Rodriguez vs. Caceres,August 06 2016,"Salt Lake City, Utah, USA",12,2016-08-06,0
226,http://ufcstats.com/event-details/72cbe507644a587c,UFC 201: Lawler vs. Woodley,July 30 2016,"Atlanta, Georgia, USA",12,2016-07-30,0
227,http://ufcstats.com/event-details/8a028648f3f0761d,UFC on FOX: Holm vs. Shevchenko,July 23 2016,"Chicago, Illinois, USA",11,2016-07-23,0
228,http://ufcstats.com/event-details/5e7a28f20927d64a,UFC Fight Night: McDonald vs. Lineker,July 13 2016,"Sioux Falls, South Dakota, USA",12,2016-07-13,0
229,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,UFC 200: Tate vs Nunes,July 09 2016,"Las Vegas, Nevada, USA",13,2016-07-09,0
230,http://ufcstats.com/event-details/cd42bbe8887bba90,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,July 08 2016,"Las Vegas, Nevada, USA",12,2016-07-08,0
231,http://ufcstats.com/event-details/45a2ba3ef82b9700,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",12,2016-07-07,0
232,http://ufcstats.com/event-details/563d051c9e769b24,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",13,2016-06-18,0
233,http://ufcstats.com/event-details/ff4c3ab594c7fac3,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",14,2016-06-04,0
234,http://ufcstats.com/event-details/990060b2a68a7b82,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",12,2016-05-29,0
235,http://ufcstats.com/event-details/a4bf17bd3ba3423b,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",13,2016-05-14,0
236,http://ufcstats.com/event-details/a314687f372b2cec,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",13,2016-05-08,0
237,http://ufcstats.com/event-details/3d481aa374c954a1,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",12,2016-04-23,0
238,http://ufcstats.com/event-details/e7e970d508529bf3,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",11,2016-04-16,0
239,http://ufcstats.com/event-details/4887e5bc4dbb73ff,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",13,2016-04-10,0
240,http://ufcstats.com/event-details/e60201cfab7d656d,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",12,2016-03-19,0
241,http://ufcstats.com/event-details/db1f2ed63b54b9a7,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",12,2016-03-05,0
242,http://ufcstats.com/event-details/39c568f8c579913e,UFC Fight Night: Silva vs Bisping,February 27 2016,"London, England, United Kingdom",13,2016-02-27,0
243,http://ufcstats.com/event-details/d56bb6dff2ae77eb,UFC Fight Night: Cowboy vs Cowboy,February 21 2016,"Pittsburgh, Pennsylvania, USA",13,2016-02-21,0
244,http://ufcstats.com/event-details/de99da2c0d18d34a,UFC Fight Night: Hendricks vs Thompson,February 06 2016,"Las Vegas, Nevada, USA",12,2016-02-06,0
245,http://ufcstats.com/event-details/b3fb8d2293e17a59,UFC on FOX: Johnson vs. Bader,January 30 2016,"Newark, New Jersey, USA",14,2016-01-30,0
246,http://ufcstats.com/event-details/c6becb722706c7d8,UFC Fight Night: Dillashaw vs Cruz,January 17 2016,"Boston, Massachusetts, USA",13,2016-01-17,0
247,http://ufcstats.com/event-details/380e8b023290d091,UFC 195: Lawler vs Condit,January 02 2016,"Las Vegas, Nevada, USA",12,2016-01-02,0
248,http://ufcstats.com/event-details/80d918336163b80c,UFC on FOX: Dos Anjos vs. Cowboy 2,December 19 2015,"Orlando, Florida, USA",14,2015-12-19,0
249,http://ufcstats.com/event-details/354808cf38d9d73c,UFC 194: Aldo vs McGregor,December 12 2015,"Las Vegas, Nevada, USA",12,2015-12-12,0
250,http://ufcstats.com/event-details/20fbff570c678e1c,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,December 11 2015,"Las Vegas, Nevada, USA",10,2015-12-11,0
251,http://ufcstats.com/event-details/dd39f1ca787a3d9d,UFC Fight Night: Namajunas vs. VanZant,December 10 2015,"Las Vegas, Nevada, USA",13,2015-12-10,0
252,http://ufcstats.com/event-details/4d636c3aa1105950,UFC Fight Night: Henderson vs Masvidal,November 28 2015,"Seoul, South Korea",11,2015-11-28,0
253,http://ufcstats.com/event-details/243b07fc65ccbb16,UFC Fight Night: Magny vs Gastelum,November 21 2015,"Monterrey, Nuevo Leon, Mexico",13,2015-11-21,0
254,http://ufcstats.com/event-details/8d04923f2db59b7f,UFC 193: Rousey vs Holm,November 14 2015,"Melbourne, Victoria, Australia",13,2015-11-14,0
255,http://ufcstats.com/event-details/5345f86680378fc1,UFC Fight Night: Belfort vs Henderson 3,November 07 2015,"Sao Paulo, Sao Paulo, Brazil",13,2015-11-07,0
256,http://ufcstats.com/event-details/f3155a94ca420126,UFC Fight Night: Holohan vs Smolka,October 24 2015,"Dublin, Leinster, Ireland",11,2015-10-24,0
257,http://ufcstats.com/event-details/119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,October 03 2015,"Houston, Texas, USA",12,2015-10-03,0
258,http://ufcstats.com/event-details/a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,September 26 2015,"Saitama, Japan",11,2015-09-26,0
259,http://ufcstats.com/event-details/82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,September 05 2015,"Las Vegas, Nevada, USA",11,2015-09-05,0
260,http://ufcstats.com/event-details/2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,August 23 2015,"Saskatoon, Saskatchewan, Canada",12,2015-08-23,0
261,http://ufcstats.com/event-details/b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,August 08 2015,"Nashville, Tennessee, USA",13,2015-08-08,0
262,http://ufcstats.com/event-details/a9c45a8b21eabadc,UFC 190: Rousey vs Correia,August 01 2015,"Rio de Janeiro, Rio de Janeiro, Brazil",13,2015-08-01,0
263,http://ufcstats.com/event-details/0c3838c8f7c620c2,UFC on FOX: Dillashaw vs. Barao II,July 25 2015,"Chicago, Illinois, USA",12,2015-07-25,0
264,http://ufcstats.com/event-details/ef7fa30364cbe7f2,UFC Fight Night: Bisping vs Leites,July 18 2015,"Glasgow, Scotland, United Kingdom",12,2015-07-18,0
265,http://ufcstats.com/event-details/36877f0e62b25b96,UFC Fight Night: Mir vs Duffee,July 15 2015,"San Diego, California, USA",12,2015-07-15,0
266,http://ufcstats.com/event-details/a890f9a791ed615d,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,July 12 2015,"Las Vegas, Nevada, USA",11,2015-07-12,0
267,http://ufcstats.com/event-details/3be081c29bf734d9,UFC 189: Mendes vs McGregor,July 11 2015,"Las Vegas, Nevada, USA",11,2015-07-11,0
268,http://ufcstats.com/event-details/86e388ed20761ad9,UFC Fight Night: Machida vs Romero,June 27 2015,"Hollywood, Florida, USA",9,2015-06-27,0
269,http://ufcstats.com/event-details/194fc025f9355db6,UFC Fight Night: Jedrzejczyk vs Penne,June 20 2015,"Berlin, Berlin, Germany",11,2015-06-20,0
270,http://ufcstats.com/event-details/a58114c6dd0add64,UFC 188: Velasquez vs Werdum,June 13 2015,"Mexico City, Distrito Federal, Mexico",11,2015-06-13,0
271,http://ufcstats.com/event-details/06dc1a58663579d2,UFC Fight Night: Boetsch vs Henderson,June 06 2015,"New Orleans, Louisiana, USA",12,2015-06-06,0
272,http://ufcstats.com/event-details/aae0897825336b1a,UFC Fight Night: Condit vs Alves,May 30 2015,"Goiania, Goias, Brazil",13,2015-05-30,0
273,http://ufcstats.com/event-details/4f7e290e71d60f87,UFC 187: Johnson vs Cormier,May 23 2015,"Las Vegas, Nevada, USA",11,2015-05-23,0
274,http://ufcstats.com/event-details/b1605ea39fba6af6,UFC Fight Night: Edgar vs Faber,May 16 2015,"Manila, Philippines",12,2015-05-16,0
275,http://ufcstats.com/event-details/8a1b4330c7957961,UFC Fight Night: Miocic vs Hunt,May 09 2015,"Adelaide, South Australia, Australia",12,2015-05-09,0
276,http://ufcstats.com/event-details/997b4f52f76a0b53,UFC 186: Johnson vs Horiguchi,April 25 2015,"Montreal, Quebec, Canada",12,2015-04-25,0
277,http://ufcstats.com/event-details/bc7cf284c1c2f16e,UFC on FOX: Machida vs Rockhold,April 18 2015,"Newark, New Jersey, USA",11,2015-04-18,0
278,http://ufcstats.com/event-details/5de61b03868035ff,UFC Fight Night: Gonzaga vs Cro Cop 2,April 11 2015,"Krakow, Poland",12,2015-04-11,0
279,http://ufcstats.com/event-details/16d09e800ad7ec79,UFC Fight Night: Mendes vs Lamas,April 04 2015,"Fairfax, Virginia, USA",10,2015-04-04,0
280,http://ufcstats.com/event-details/fa534853eb195270,UFC Fight Night: Maia vs LaFlare,March 21 2015,"Rio de Janeiro, Brazil",13,2015-03-21,0
281,http://ufcstats.com/event-details/f54200f1dfb9b5d4,UFC 185: Pettis vs Dos Anjos,March 14 2015,"Dallas, Texas, USA",12,2015-03-14,0
282,http://ufcstats.com/event-details/ad4e9055bf8cd04d,UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",12,2015-02-28,0
283,http://ufcstats.com/event-details/0577808d22dfe79c,UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",11,2015-02-22,0
284,http://ufcstats.com/event-details/f9c7fe2682af3802,UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",10,2015-02-14,0
285,http://ufcstats.com/event-details/43563a32c3f10e95,UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",12,2015-01-31,0
286,http://ufcstats.com/event-details/706404da0775dcbc,UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",12,2015-01-24,0
287,http://ufcstats.com/event-details/f9aa6376ae16bfb4,UFC Fight Night: McGregor vs Siver,January 18 2015,"Boston, Massachusetts, USA",12,2015-01-18,0
288,http://ufcstats.com/event-details/a72d260b436924c4,UFC 182: Jones vs Cormier,January 03 2015,"Las Vegas, Nevada, USA",12,2015-01-03,0
289,http://ufcstats.com/event-details/4e5bbc4566049cbf,UFC Fight Night: Machida vs Dollaway,December 20 2014,"Barueri, Sao Paulo, Brazil",12,2014-12-20,0
290,http://ufcstats.com/event-details/d4a12dfa4067742f,UFC on FOX: Dos Santos vs Miocic,December 13 2014,"Phoenix, Arizona, USA",12,2014-12-13,0
291,http://ufcstats.com/event-details/222d6b547de2e035,The Ultimate Fighter: A Champion Will Be Crowned Finale,December 12 2014,"Las Vegas, Nevada, USA",12,2014-12-12,0
292,http://ufcstats.com/event-details/dfdd0c5dd0d4bc23,UFC 181: Hendricks vs Lawler II,December 06 2014,"Las Vegas, Nevada, USA",11,2014-12-06,0
293,http://ufcstats.com/event-details/155a02a8b4311057,UFC Fight Night: Edgar vs Swanson,November 22 2014,"Austin, Texas, USA",12,2014-11-22,0
294,http://ufcstats.com/event-details/59851163aaf1aed8,UFC 180: Werdum vs Hunt,November 15 2014,"Mexico City, Distrito Federal, Mexico",11,2014-11-15,0
295,http://ufcstats.com/event-details/6ca68b636fbc1f18,UFC Fight Night 56: Shogun vs Saint Preux,November 08 2014,"Uberlandia, Minas Gerais, Brazil",10,2014-11-08,0
296,http://ufcstats.com/event-details/371a1c91b24dec2b,UFC Fight Night: Rockhold vs Bisping,November 07 2014,"Sydney, New South Wales, Australia",11,2014-11-07,0
297,http://ufcstats.com/event-details/53f02bbc41d99432,UFC 179: Aldo vs Mendes 2,October 25 2014,"Rio de Janeiro, Brazil",11,2014-10-25,0
298,http://ufcstats.com/event-details/0313bf497de9c470,UFC Fight Night: MacDonald vs Saffiedine,October 04 2014,"Halifax, Nova Scotia, Canada",13,2014-10-04,0
299,http://ufcstats.com/event-details/8dc4f34c1f50d00d,UFC Fight Night: Nelson vs Story,October 04 2014,"Stockholm, Sweden",11,2014-10-04,0
300,http://ufcstats.com/event-details/3bb030257966b022,UFC 178: Johnson vs Cariaso,September 27 2014,"Las Vegas, Nevada, USA",11,2014-09-27,0
301,http://ufcstats.com/event-details/2dea80c069847321,UFC Fight Night: Hunt vs Nelson,September 20 2014,"Saitama, Japan",12,2014-09-20,0
302,http://ufcstats.com/event-details/a71feb7ea7592a71,UFC Fight Night: Bigfoot vs Arlovski,September 13 2014,"Brasilia, Distrito Federal, Brazil",11,2014-09-13,0
303,http://ufcstats.com/event-details/9bcfb40dbcd50568,UFC Fight Night: Jacare vs Mousasi,September 05 2014,"Ledyard, Connecticut, USA",9,2014-09-05,0
304,http://ufcstats.com/event-details/269d103c96a4c3a5,UFC 177: Dillashaw vs Soto,August 30 2014,"Sacramento, California, USA",8,2014-08-30,0
305,http://ufcstats.com/event-details/063649e21bc9d6d5,UFC Fight Night: Henderson vs Dos Anjos,August 23 2014,"Tulsa, Oklahoma, USA",11,2014-08-23,0
306,http://ufcstats.com/event-details/770b9d4813c25902,UFC Fight Night: Bisping vs Le,August 23 2014,"Macau, China",10,2014-08-23,0
307,http://ufcstats.com/event-details/fd7acf42bd6e7e95,UFC Fight Night: Bader vs Saint Preux,August 16 2014,"Bangor, Maine, USA",10,2014-08-16,0
308,http://ufcstats.com/event-details/05fbfe628658c538,UFC on FOX: Lawler vs Brown,July 26 2014,"San Jose, California, USA",13,2014-07-26,0
309,http://ufcstats.com/event-details/073eee4e62f0d988,UFC Fight Night: McGregor vs Brandao,July 19 2014,"Dublin, Leinster, Ireland",10,2014-07-19,0
310,http://ufcstats.com/event-details/79ded75550efc139,UFC Fight Night: Cowboy vs Miller,July 16 2014,"Atlantic City, New Jersey, USA",11,2014-07-16,0
311,http://ufcstats.com/event-details/1c5879330d42255f,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,July 06 2014,"Las Vegas, Nevada, USA",12,2014-07-06,0
312,http://ufcstats.com/event-details/53adf5b845d91e4a,UFC 175: Weidman vs Machida,July 05 2014,"Las Vegas, Nevada, USA",11,2014-07-05,0
314,http://ufcstats.com/event-details/ac9521250dc1a14c,UFC Fight Night: Te Huna vs Marquardt,June 28 2014,"Auckland, New Zealand",10,2014-06-28,0
313,http://ufcstats.com/event-details/c0ed7b208197e8de,UFC Fight Night: Swanson vs Stephens,June 28 2014,"San Antonio, Texas, USA",11,2014-06-28,0
315,http://ufcstats.com/event-details/5b5307450405abf0,UFC 174: Johnson vs Bagautinov,June 14 2014,"Vancouver, British Columbia, Canada",11,2014-06-14,0
316,http://ufcstats.com/event-details/1fcfc3709fe58151,UFC Fight Night: Henderson vs Khabilov,June 07 2014,"Albuquerque, New Mexico, USA",11,2014-06-07,0
318,http://ufcstats.com/event-details/b757c73f443d4fca,UFC Fight Night: Munoz vs Mousasi,May 31 2014,"Berlin, Germany",10,2014-05-31,0
317,http://ufcstats.com/event-details/59aaf2730b84698a,UFC Fight Night: Miocic vs Maldonado,May 31 2014,"Sao Paulo, Brazil",12,2014-05-31,0
319,http://ufcstats.com/event-details/9ca265dfe8323db3,UFC 173: Barao vs Dillashaw,May 24 2014,"Las Vegas, Nevada, USA",12,2014-05-24,0
320,http://ufcstats.com/event-details/579fcdfcabd23a7b,UFC Fight Night: Brown vs Silva,May 10 2014,"Cincinnati, Ohio, USA",13,2014-05-10,0
321,http://ufcstats.com/event-details/4f2fcbefb668689d,UFC 172: Jones vs Teixeira,April 26 2014,"Baltimore, Maryland, USA",10,2014-04-26,0
322,http://ufcstats.com/event-details/a421465acbe59c77,UFC on FOX: Werdum vs Browne,April 19 2014,"Orlando, Florida, USA",13,2014-04-19,0
323,http://ufcstats.com/event-details/f9f07bb5a43535ed,UFC Fight Night: Bisping vs Kennedy,April 16 2014,"Quebec City, Quebec, Canada",13,2014-04-16,0
324,http://ufcstats.com/event-details/d632d156c0549e07,UFC Fight Night: Minotauro vs Nelson,April 11 2014,"Abu Dhabi, United Arab Emirates",9,2014-04-11,0
325,http://ufcstats.com/event-details/d5f820c11a121050,UFC Fight Night: Shogun vs Henderson 2,March 23 2014,"Natal, Rio Grande do Norte, Brazil",12,2014-03-23,0
326,http://ufcstats.com/event-details/179f1948dc234f1f,UFC 171: Hendricks vs Lawler,March 15 2014,"Dallas, Texas, USA",13,2014-03-15,0
327,http://ufcstats.com/event-details/ebc1f40e00e0c481,UFC Fight Night: Gustafsson vs Manuwa,March 08 2014,"London, England, United Kingdom",10,2014-03-08,0
328,http://ufcstats.com/event-details/a26198ba5093147e,UFC Fight Night: Kim vs Hathaway,March 01 2014,"Macau, China",8,2014-03-01,0
329,http://ufcstats.com/event-details/3138fab619faf4d1,UFC 170: Rousey vs McMann,February 22 2014,"Las Vegas, Nevada, USA",11,2014-02-22,0
330,http://ufcstats.com/event-details/51b0bb73a1da34bc,UFC Fight Night: Machida vs Mousasi,February 15 2014,"Jaragua do Sul, Santa Catarina, Brazil",12,2014-02-15,0
331,http://ufcstats.com/event-details/fc31f896cde2bc2e,UFC 169: Barao vs Faber 2,February 01 2014,"Newark, New Jersey, USA",12,2014-02-01,0
332,http://ufcstats.com/event-details/a8d521d913df4e31,UFC on FOX: Henderson vs Thomson,January 25 2014,"Chicago, Illinois, USA",12,2014-01-25,0
333,http://ufcstats.com/event-details/30a09e43f15f1d75,UFC Fight Night: Rockhold vs Philippou,January 15 2014,"Duluth, Georgia, USA",12,2014-01-15,0
334,http://ufcstats.com/event-details/e5c9de15bb58b1c6,UFC Fight Night: Saffiedine vs Lim,January 04 2014,"Singapore, Singapore",10,2014-01-04,0
335,http://ufcstats.com/event-details/83d0de122f2f9664,UFC 168: Weidman vs Silva 2,December 28 2013,"Las Vegas, Nevada, USA",12,2013-12-28,0
336,http://ufcstats.com/event-details/480b702debcb5433,UFC on FOX: Johnson vs. Benavidez 2,December 14 2013,"Sacramento, California, USA",11,2013-12-14,0
337,http://ufcstats.com/event-details/ee457ef1e1c326c1,UFC Fight Night: Hunt vs Bigfoot,December 06 2013,"Brisbane, Queensland, Australia",12,2013-12-06,0
338,http://ufcstats.com/event-details/9a967e8e43dcef63,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,November 30 2013,"Las Vegas, Nevada, USA",10,2013-11-30,0
339,http://ufcstats.com/event-details/28f3c2258a1d8874,UFC 167: St-Pierre vs Hendricks,November 16 2013,"Las Vegas, Nevada, USA",12,2013-11-16,0
340,http://ufcstats.com/event-details/5d7c18191b8aa432,UFC Fight Night: Belfort vs Henderson 2,November 09 2013,"Goiania, Goias, Brazil",11,2013-11-09,0
341,http://ufcstats.com/event-details/35dc6220b113b7ec,UFC Fight Night: Fight for the Troops 3,November 06 2013,"Fort Campbell, Kentucky, USA",14,2013-11-06,0
342,http://ufcstats.com/event-details/60884f31ead1609c,UFC Fight Night: Machida vs Munoz,October 26 2013,"Manchester, England, United Kingdom",13,2013-10-26,0
343,http://ufcstats.com/event-details/eae4aec1a5a8ff01,UFC 166: Velasquez vs Dos Santos 3,October 19 2013,"Houston, Texas, USA",14,2013-10-19,0
344,http://ufcstats.com/event-details/43612456979e5d5e,UFC Fight Night: Maia vs Shields,October 09 2013,"Barueri, Sao Paulo, Brazil",10,2013-10-09,0
345,http://ufcstats.com/event-details/df5a77121ba84a5d,UFC 165: Jones vs Gustafsson,September 21 2013,"Toronto, Ontario, Canada",13,2013-09-21,0
346,http://ufcstats.com/event-details/b23fca14c7b79935,UFC Fight Night: Teixeira vs Bader,September 04 2013,"Belo Horizonte, Minas Gerais, Brazil",11,2013-09-04,0
347,http://ufcstats.com/event-details/980b4e712489098e,UFC 164: Henderson vs Pettis 2,August 31 2013,"Milwaukee, Wisconsin, USA",12,2013-08-31,0
348,http://ufcstats.com/event-details/e5c38954c006f15c,UFC Fight Night: Condit vs Kampmann 2,August 28 2013,"Indianapolis, Indiana, USA",13,2013-08-28,0
349,http://ufcstats.com/event-details/cf1a88371c8cb690,UFC Fight Night: Shogun vs Sonnen,August 17 2013,"Boston, Massachusetts, USA",13,2013-08-17,0
350,http://ufcstats.com/event-details/ebc5af72ad5a28cb,UFC 163: Aldo vs Jung,August 03 2013,"Rio de Janeiro, Brazil",12,2013-08-03,0
351,http://ufcstats.com/event-details/5330fe7e4c3af81c,UFC on FOX: Johnson vs Moraga,July 27 2013,"Seattle, Washington, USA",12,2013-07-27,0
352,http://ufcstats.com/event-details/e0b74df14f52cd15,UFC 162: Silva vs Weidman,July 06 2013,"Las Vegas, Nevada, USA",11,2013-07-06,0
353,http://ufcstats.com/event-details/8fd1f27e86661ede,UFC 161: Evans vs Henderson,June 15 2013,"Winnipeg, Manitoba, Canada",11,2013-06-15,0
354,http://ufcstats.com/event-details/7865707fd684d77b,UFC on FUEL TV: Nogueira vs. Werdum,June 08 2013,"Fortaleza, Ceara, Brazil",12,2013-06-08,0
355,http://ufcstats.com/event-details/3c241737a6069b9f,UFC 160: Velasquez vs Silva 2,May 25 2013,"Las Vegas, Nevada, USA",12,2013-05-25,0
356,http://ufcstats.com/event-details/030f08370fd1c2bb,UFC on FX: Belfort vs. Rockhold,May 18 2013,"Jaragua do Sul, Santa Catarina, Brazil",13,2013-05-18,0
357,http://ufcstats.com/event-details/ea0ad155451ed1f5,UFC 159: Jones vs Sonnen,April 27 2013,"Newark, New Jersey, USA",12,2013-04-27,0
358,http://ufcstats.com/event-details/aa79d5399571068e,UFC on FOX: Henderson vs Melendez,April 20 2013,"San Jose, California, USA",12,2013-04-20,0
359,http://ufcstats.com/event-details/ce47f49e5c386a9c,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,April 13 2013,"Las Vegas, Nevada, USA",12,2013-04-13,0
360,http://ufcstats.com/event-details/6291ac0a3726732f,UFC on FUEL TV: Mousasi vs Latifi,April 06 2013,"Stockholm, Sweden",13,2013-04-06,0
361,http://ufcstats.com/event-details/f1b2a4365799c48b,UFC 158: St-Pierre vs Diaz,March 16 2013,"Montreal, Quebec, Canada",12,2013-03-16,0
362,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,UFC on FUEL TV: Silva vs. Stann,March 02 2013,"Saitama, Japan",12,2013-03-02,0
363,http://ufcstats.com/event-details/09c44b317c98bf96,UFC 157: Rousey vs Carmouche,February 23 2013,"Anaheim, California, USA",12,2013-02-23,0
364,http://ufcstats.com/event-details/4679a38cced7c64a,UFC on FUEL TV: Barao vs McDonald,February 16 2013,"London, England, United Kingdom",13,2013-02-16,0
365,http://ufcstats.com/event-details/601cf40c09090853,UFC 156: Aldo vs Edgar,February 02 2013,"Las Vegas, Nevada, USA",11,2013-02-02,0
