,eventLink,eventName,eventDateString,eventLocation,eventListedFights,date,upcoming
27,http://ufcstats.com/event-details/3b2485c8d5c8b580,UFC Fight Night: Rozenstruik vs. Sakai,June 05 2021,"Las Vegas, Nevada, USA",14,2021-06-05,0
28,http://ufcstats.com/event-details/277ffed20cf07aea,UFC Fight Night: Font vs. Garbrandt,May 22 2021,"Las Vegas, Nevada, USA",12,2021-05-22,0
29,http://ufcstats.com/event-details/744f50016c39c26c,UFC 262: Oliveira vs. Chandler,May 15 2021,"Houston, Texas, USA",13,2021-05-15,0
30,http://ufcstats.com/event-details/58a36b4ccf5dc30e,UFC Fight Night: Rodriguez vs. Waterson,May 08 2021,"Las Vegas, Nevada, USA",9,2021-05-08,0
31,http://ufcstats.com/event-details/d57e6a8971b6d2bd,UFC Fight Night: Reyes vs. Prochazka,May 01 2021,"Las Vegas, Nevada, USA",12,2021-05-01,0
32,http://ufcstats.com/event-details/27541033b97c076d,UFC 261: Usman vs. Masvidal 2,April 24 2021,"Jacksonville, Florida, USA",13,2021-04-24,0
33,http://ufcstats.com/event-details/4a35913bd9aa4161,UFC Fight Night: Whittaker vs. Gastelum,April 17 2021,"Las Vegas, Nevada, USA",10,2021-04-17,0
34,http://ufcstats.com/event-details/9114c8ded5ccd71d,UFC Fight Night: Vettori vs. Holland,April 10 2021,"Las Vegas, Nevada, USA",13,2021-04-10,0
35,http://ufcstats.com/event-details/6597b611f1c32555,UFC 260: Miocic vs. Ngannou,March 27 2021,"Las Vegas, Nevada, USA",10,2021-03-27,0
36,http://ufcstats.com/event-details/c36e1f4fa755ffb4,UFC Fight Night: Brunson vs. Holland,March 20 2021,"Las Vegas, Nevada, USA",10,2021-03-20,0
37,http://ufcstats.com/event-details/8c90c1563972e44d,UFC Fight Night: Edwards vs. Muhammad,March 13 2021,"Las Vegas, Nevada, USA",15,2021-03-13,0
38,http://ufcstats.com/event-details/6e2b1d631832921d,UFC 259: Blachowicz vs. Adesanya,March 06 2021,"Las Vegas, Nevada, USA",15,2021-03-06,0
39,http://ufcstats.com/event-details/81b57acd6975ac06,UFC Fight Night: Rozenstruik vs. Gane,February 27 2021,"Las Vegas, Nevada, USA",10,2021-02-27,0
40,http://ufcstats.com/event-details/bfe95ec546692b13,UFC Fight Night: Blaydes vs. Lewis,February 20 2021,"Las Vegas, Nevada, USA",12,2021-02-20,0
41,http://ufcstats.com/event-details/3f7c14c7eca7195d,UFC 258: Usman vs. Burns,February 13 2021,"Las Vegas, Nevada, USA",10,2021-02-13,0
42,http://ufcstats.com/event-details/a1153013cb5f628f,UFC Fight Night: Overeem vs. Volkov,February 06 2021,"Las Vegas, Nevada, USA",12,2021-02-06,0
43,http://ufcstats.com/event-details/4304992c2acc187b,UFC 257: Poirier vs. McGregor,January 23 2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",11,2021-01-23,0
44,http://ufcstats.com/event-details/56116537d71a578c,UFC Fight Night: Chiesa vs. Magny,January 20 2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",14,2021-01-20,0
45,http://ufcstats.com/event-details/307064d3e0f036c2,UFC Fight Night: Holloway vs. Kattar,January 16 2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10,2021-01-16,0
46,http://ufcstats.com/event-details/e49c2db95e572dc8,UFC Fight Night: Thompson vs. Neal,December 19 2020,"Las Vegas, Nevada, USA",12,2020-12-19,0
47,http://ufcstats.com/event-details/d0d43cb9b14f231c,UFC 256: Figueiredo vs. Moreno,December 12 2020,"Las Vegas, Nevada, USA",11,2020-12-12,0
48,http://ufcstats.com/event-details/398b440e73d55b8b,UFC Fight Night: Hermansson vs. Vettori,December 05 2020,"Las Vegas, Nevada, USA",8,2020-12-05,0
49,http://ufcstats.com/event-details/992c82450d96f726,UFC Fight Night: Smith vs. Clark,November 28 2020,"Las Vegas, Nevada, USA",10,2020-11-28,0
50,http://ufcstats.com/event-details/bbb15f301e4a490a,UFC 255: Figueiredo vs. Perez,November 21 2020,"Las Vegas, Nevada, USA",12,2020-11-21,0
51,http://ufcstats.com/event-details/3bc27ec15facbcf3,UFC Fight Night: Felder vs. Dos Anjos,November 14 2020,"Las Vegas, Nevada, USA",9,2020-11-14,0
52,http://ufcstats.com/event-details/41dca66f9dadfc86,UFC Fight Night: Santos vs. Teixeira,November 07 2020,"Las Vegas, Nevada, USA",10,2020-11-07,0
53,http://ufcstats.com/event-details/ad044be25c94dcfd,UFC Fight Night: Hall vs. Silva,October 31 2020,"Las Vegas, Nevada, USA",11,2020-10-31,0
54,http://ufcstats.com/event-details/c3c38c86f5ab9b5c,UFC 254: Khabib vs. Gaethje,October 24 2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",13,2020-10-24,0
55,http://ufcstats.com/event-details/d4f364dd076bb0e2,UFC Fight Night: Ortega vs. The Korean Zombie,October 17 2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",11,2020-10-17,0
56,http://ufcstats.com/event-details/fd4578cac86d75ca,UFC Fight Night: Moraes vs. Sandhagen,October 10 2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",13,2020-10-10,0
57,http://ufcstats.com/event-details/805ad1801eb26abb,UFC Fight Night: Holm vs. Aldana,October 03 2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",12,2020-10-03,0
58,http://ufcstats.com/event-details/e69c5ce12f4e762b,UFC 253: Adesanya vs. Costa,September 26 2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",11,2020-09-26,0
59,http://ufcstats.com/event-details/831b937811804dad,UFC Fight Night: Covington vs. Woodley,September 19 2020,"Las Vegas, Nevada, USA",15,2020-09-19,0
60,http://ufcstats.com/event-details/9c37681096c6f3a9,UFC Fight Night: Waterson vs. Hill,September 12 2020,"Las Vegas, Nevada, USA",13,2020-09-12,0
61,http://ufcstats.com/event-details/542db012217ecb83,UFC Fight Night: Overeem vs. Sakai,September 05 2020,"Las Vegas, Nevada, USA",7,2020-09-05,0
62,http://ufcstats.com/event-details/e29cf523ebd155c5,UFC Fight Night: Smith vs. Rakic,August 29 2020,"Las Vegas, Nevada, USA",10,2020-08-29,0
63,http://ufcstats.com/event-details/af1e5c64b8663aa0,UFC Fight Night: Munhoz vs. Edgar,August 22 2020,"Las Vegas, Nevada, USA",10,2020-08-22,0
64,http://ufcstats.com/event-details/bda04c573563cc2e,UFC 252: Miocic vs. Cormier 3,August 15 2020,"Las Vegas, Nevada, USA",11,2020-08-15,0
65,http://ufcstats.com/event-details/7a82635ffa9b59fe,UFC Fight Night: Lewis vs. Oleinik,August 08 2020,"Las Vegas, Nevada, USA",12,2020-08-08,0
66,http://ufcstats.com/event-details/3746e21bb508391a,UFC Fight Night: Brunson vs. Shahbazyan,August 01 2020,"Las Vegas, Nevada, USA",9,2020-08-01,0
67,http://ufcstats.com/event-details/dde70a112e053a6c,UFC Fight Night: Whittaker vs. Till,July 25 2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",16,2020-07-25,0
68,http://ufcstats.com/event-details/ddbd0d6259ce57cc,UFC Fight Night: Figueiredo vs. Benavidez 2,July 18 2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",12,2020-07-18,0
69,http://ufcstats.com/event-details/18f5669a92e99d92,UFC Fight Night: Kattar vs. Ige,July 15 2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",11,2020-07-15,0
70,http://ufcstats.com/event-details/dbd198f780286aca,UFC 251: Usman vs. Masvidal,July 11 2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",13,2020-07-11,0
71,http://ufcstats.com/event-details/c32eab6c2119e989,UFC Fight Night: Poirier vs. Hooker,June 27 2020,"Las Vegas, Nevada, USA",10,2020-06-27,0
72,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,UFC Fight Night: Blaydes vs. Volkov,June 20 2020,"Las Vegas, Nevada, USA",13,2020-06-20,0
73,http://ufcstats.com/event-details/1e13936d708bcff7,UFC Fight Night: Eye vs. Calvillo,June 13 2020,"Las Vegas, Nevada, USA",10,2020-06-13,0
74,http://ufcstats.com/event-details/4c12aa7ca246e7a4,UFC 250: Nunes vs. Spencer,June 06 2020,"Las Vegas, Nevada, USA",12,2020-06-06,0
75,http://ufcstats.com/event-details/14b9e0f2679a2205,UFC Fight Night: Woodley vs. Burns,May 30 2020,"Las Vegas, Nevada, USA",12,2020-05-30,0
76,http://ufcstats.com/event-details/dfb965c9824425db,UFC Fight Night: Overeem vs. Harris,May 16 2020,"Jacksonville, Florida, USA",11,2020-05-16,0
77,http://ufcstats.com/event-details/5f8e00c27b7e7410,UFC Fight Night: Smith vs. Teixeira,May 13 2020,"Jacksonville, Florida, USA",10,2020-05-13,0
78,http://ufcstats.com/event-details/898337ef520fe4d3,UFC 249: Ferguson vs. Gaethje,May 09 2020,"Jacksonville, Florida, USA",11,2020-05-09,0
79,http://ufcstats.com/event-details/53278852bcd91e11,UFC Fight Night: Lee vs. Oliveira,March 14 2020,"Brasilia, Distrito Federal, Brazil",13,2020-03-14,0
80,http://ufcstats.com/event-details/0b5b6876c2a4723f,UFC 248: Adesanya vs. Romero,March 07 2020,"Las Vegas, Nevada, USA",11,2020-03-07,0
81,http://ufcstats.com/event-details/fc9a9559a05f2704,UFC Fight Night: Benavidez vs. Figueiredo,February 29 2020,"Norfolk, Virginia, USA",12,2020-02-29,0
82,http://ufcstats.com/event-details/33b2f68ef95252e0,UFC Fight Night: Felder vs. Hooker,February 22 2020,"Auckland, New Zealand",12,2020-02-22,0
83,http://ufcstats.com/event-details/5df17b3620145578,UFC Fight Night: Anderson vs. Blachowicz,February 15 2020,"Rio Rancho, New Mexico, USA",13,2020-02-15,0
84,http://ufcstats.com/event-details/b26d3e3746fb4024,UFC 247: Jones vs. Reyes,February 08 2020,"Houston, Texas, USA",13,2020-02-08,0
85,http://ufcstats.com/event-details/44aa652b181bcf68,UFC Fight Night: Blaydes vs. Dos Santos,January 25 2020,"Raleigh, North Carolina, USA",12,2020-01-25,0
86,http://ufcstats.com/event-details/0c1773639c795466,UFC 246: McGregor vs. Cowboy,January 18 2020,"Las Vegas, Nevada, USA",11,2020-01-18,0
87,http://ufcstats.com/event-details/74fefd43f073cd2f,UFC Fight Night: Edgar vs. The Korean Zombie,December 21 2019,"Busan, South Korea",13,2019-12-21,0
88,http://ufcstats.com/event-details/4565d435005319c0,UFC 245: Usman vs. Covington,December 14 2019,"Las Vegas, Nevada, USA",13,2019-12-14,0
89,http://ufcstats.com/event-details/b09890ba7ce1d1e2,UFC Fight Night: Overeem vs. Rozenstruik,December 07 2019,"Washington, DC, USA",14,2019-12-07,0
90,http://ufcstats.com/event-details/81ca2c245b19b3c5,UFC Fight Night: Blachowicz vs. Jacare,November 16 2019,"Sao Paulo, Sao Paulo, Brazil",13,2019-11-16,0
91,http://ufcstats.com/event-details/8d5daf67983b65ba,UFC Fight Night: Zabit vs. Kattar,November 09 2019,"Moscow, Moscow, Russia",13,2019-11-09,0
92,http://ufcstats.com/event-details/fd87b1bbfcde9d5e,UFC 244: Masvidal vs. Diaz,November 02 2019,"New York City, New York, USA",12,2019-11-02,0
93,http://ufcstats.com/event-details/df05aa15b2d66f57,UFC Fight Night: Maia vs. Askren,October 26 2019,"Kallang, Singapore",11,2019-10-26,0
94,http://ufcstats.com/event-details/3ae10ac4df3df05c,UFC Fight Night: Reyes vs. Weidman,October 18 2019,"Boston, Massachusetts, USA",14,2019-10-18,0
95,http://ufcstats.com/event-details/0941df56f6ac954b,UFC Fight Night: Joanna vs. Waterson,October 12 2019,"Tampa, Florida, USA",14,2019-10-12,0
96,http://ufcstats.com/event-details/3cf68c1d17f66af7,UFC 243: Whittaker vs. Adesanya,October 05 2019,"Melbourne, Victoria, Australia",12,2019-10-05,0
97,http://ufcstats.com/event-details/1bf49bf829964144,UFC Fight Night: Hermansson vs. Cannonier,September 28 2019,"Copenhagen, Denmark",13,2019-09-28,0
98,http://ufcstats.com/event-details/94a5aaf573f780ad,UFC Fight Night: Rodriguez vs. Stephens,September 21 2019,"Mexico City, Distrito Federal, Mexico",14,2019-09-21,0
99,http://ufcstats.com/event-details/4834ff149dc9542a,UFC Fight Night: Cowboy vs. Gaethje,September 14 2019,"Vancouver, British Columbia, Canada",13,2019-09-14,0
100,http://ufcstats.com/event-details/a79bfbc01b2264d6,UFC 242: Khabib vs. Poirier,September 07 2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates",14,2019-09-07,0
101,http://ufcstats.com/event-details/2c104b7e59a72629,UFC Fight Night: Andrade vs. Zhang,August 31 2019,"Shenzhen, Guangdong, China",11,2019-08-31,0
102,http://ufcstats.com/event-details/70167689d6a01793,UFC 241: Cormier vs. Miocic 2,August 17 2019,"Anaheim, California, USA",12,2019-08-17,0
103,http://ufcstats.com/event-details/e5d03e4d966126bd,UFC Fight Night: Shevchenko vs. Carmouche 2,August 10 2019,"Montevideo, Uruguay",13,2019-08-10,0
104,http://ufcstats.com/event-details/03da33a102d9a45f,UFC Fight Night: Covington vs. Lawler,August 03 2019,"Newark, New Jersey, USA",12,2019-08-03,0
105,http://ufcstats.com/event-details/abcf7e55a0a9ed89,UFC 240: Holloway vs. Edgar,July 27 2019,"Edmonton, Alberta, Canada",11,2019-07-27,0
106,http://ufcstats.com/event-details/9e0f28d1f639ad73,UFC Fight Night: Dos Anjos vs. Edwards,July 20 2019,"San Antonio, Texas, USA",13,2019-07-20,0
107,http://ufcstats.com/event-details/2f8f3c69522db931,UFC Fight Night: De Randamie vs. Ladd,July 13 2019,"Sacramento, California, USA",13,2019-07-13,0
108,http://ufcstats.com/event-details/6c9383ffab2725a5,UFC 239: Jones vs. Santos,July 06 2019,"Las Vegas, Nevada, USA",12,2019-07-06,0
109,http://ufcstats.com/event-details/c0c1bc0766df4c00,UFC Fight Night: Ngannou vs. Dos Santos,June 29 2019,"Minneapolis, Minnesota, USA",12,2019-06-29,0
110,http://ufcstats.com/event-details/b16a7e6a627e9789,UFC Fight Night: Moicano vs. The Korean Zombie,June 22 2019,"Greenville, South Carolina, USA",11,2019-06-22,0
111,http://ufcstats.com/event-details/e31502e3f79d00c5,UFC 238: Cejudo vs. Moraes,June 08 2019,"Chicago, Illinois, USA",13,2019-06-08,0
112,http://ufcstats.com/event-details/cbc071cb20ea59c7,UFC Fight Night: Gustafsson vs. Smith,June 01 2019,"Stockholm, Sweden",12,2019-06-01,0
113,http://ufcstats.com/event-details/6b8f28da9a483049,UFC Fight Night: Dos Anjos vs. Lee,May 18 2019,"Rochester, New York, USA",13,2019-05-18,0
114,http://ufcstats.com/event-details/9de7c97e1c0d7927,UFC 237: Namajunas vs. Andrade,May 11 2019,"Rio de Janeiro, Rio de Janeiro, Brazil",12,2019-05-11,0
115,http://ufcstats.com/event-details/351264d11286d09a,UFC Fight Night: Iaquinta vs. Cowboy,May 04 2019,"Ottawa, Ontario, Canada",12,2019-05-04,0
116,http://ufcstats.com/event-details/c912f676692c353a,UFC Fight Night: Jacare vs. Hermansson,April 27 2019,"Sunrise, Florida, USA",13,2019-04-27,0
117,http://ufcstats.com/event-details/7dcf06c1967801c1,UFC Fight Night: Overeem vs. Oleinik,April 20 2019,"Saint Petersburg, Saint Petersburg, Russia",11,2019-04-20,0
118,http://ufcstats.com/event-details/b0550072e5f0afa7,UFC 236: Holloway vs. Poirier 2,April 13 2019,"Atlanta, Georgia, USA",13,2019-04-13,0
119,http://ufcstats.com/event-details/9649d75defe0dedb,UFC Fight Night: Barboza vs. Gaethje,March 30 2019,"Philadelphia, Pennsylvania, USA",13,2019-03-30,0
120,http://ufcstats.com/event-details/487c170da059857d,UFC Fight Night: Thompson vs. Pettis,March 23 2019,"Nashville, Tennessee, USA",12,2019-03-23,0
121,http://ufcstats.com/event-details/80eacd4da0617c57,UFC Fight Night: Till vs. Masvidal,March 16 2019,"London, England, United Kingdom",12,2019-03-16,0
122,http://ufcstats.com/event-details/e96d8538d3f9d0ed,UFC Fight Night: Lewis vs. Dos Santos,March 09 2019,"Wichita, Kansas, USA",13,2019-03-09,0
123,http://ufcstats.com/event-details/2d5fbe2103f97053,UFC 235: Jones vs. Smith,March 02 2019,"Las Vegas, Nevada, USA",12,2019-03-02,0
124,http://ufcstats.com/event-details/6546af7ab545b90c,UFC Fight Night: Blachowicz vs. Santos,February 23 2019,"Prague, Czech Republic",13,2019-02-23,0
125,http://ufcstats.com/event-details/a7a79b8efbceaaac,UFC Fight Night: Ngannou vs. Velasquez,February 17 2019,"Phoenix, Arizona, USA",12,2019-02-17,0
126,http://ufcstats.com/event-details/b5882371e2a3900d,UFC 234: Adesanya vs. Silva,February 09 2019,"Melbourne, Victoria, Australia",11,2019-02-09,0
127,http://ufcstats.com/event-details/84283233ec42be5f,UFC Fight Night: Assuncao vs. Moraes 2,February 02 2019,"Fortaleza, Ceara, Brazil",13,2019-02-02,0
128,http://ufcstats.com/event-details/d4da8995fc91e7ef,UFC Fight Night: Cejudo vs. Dillashaw,January 19 2019,"Brooklyn, New York, USA",13,2019-01-19,0
129,http://ufcstats.com/event-details/c046100aea0dba9a,UFC 232: Jones vs. Gustafsson 2,December 29 2018,"Los Angeles, California, USA",14,2018-12-29,0
130,http://ufcstats.com/event-details/7a703c565ccaa18f,UFC Fight Night: Lee vs. Iaquinta,December 15 2018,"Milwaukee, Wisconsin, USA",12,2018-12-15,0
131,http://ufcstats.com/event-details/2a74bbba57058f12,UFC 231: Holloway vs. Ortega,December 08 2018,"Toronto, Ontario, Canada",13,2018-12-08,0
132,http://ufcstats.com/event-details/d1d20e651e6cbc02,UFC Fight Night: Dos Santos vs. Tuivasa,December 01 2018,"Adelaide, South Australia, Australia",12,2018-12-01,0
133,http://ufcstats.com/event-details/c7ac79839e86ce33,The Ultimate Fighter: Heavy Hitters Finale,November 30 2018,"Las Vegas, Nevada, USA",13,2018-11-30,0
134,http://ufcstats.com/event-details/de25520d54eab12d,UFC Fight Night: Blaydes vs. Ngannou 2,November 24 2018,"Beijing, China",12,2018-11-24,0
135,http://ufcstats.com/event-details/aa3153a9941b4d44,UFC Fight Night: Magny vs. Ponzinibbio,November 17 2018,"Buenos Aires, Buenos Aires, Argentina",12,2018-11-17,0
136,http://ufcstats.com/event-details/42c96a9c4802e2e1,UFC Fight Night: Korean Zombie vs. Rodriguez,November 10 2018,"Denver, Colorado, USA",13,2018-11-10,0
137,http://ufcstats.com/event-details/20821819c401ced8,UFC 230: Cormier vs. Lewis,November 03 2018,"New York City, New York, USA",13,2018-11-03,0
138,http://ufcstats.com/event-details/33a331684283900f,UFC Fight Night: Oezdemir vs. Smith,October 27 2018,"Moncton, New Brunswick, Canada",13,2018-10-27,0
139,http://ufcstats.com/event-details/1ef0eae31904e534,UFC 229: Khabib vs. McGregor,October 06 2018,"Las Vegas, Nevada, USA",12,2018-10-06,0
140,http://ufcstats.com/event-details/852454c572675334,UFC Fight Night: Marreta vs. Anders,September 22 2018,"Sao Paulo, Sao Paulo, Brazil",15,2018-09-22,0
141,http://ufcstats.com/event-details/8d49545dadf9b919,UFC Fight Night: Hunt vs. Oleinik,September 15 2018,"Moscow, Moscow, Russia",12,2018-09-15,0
142,http://ufcstats.com/event-details/d5ae8074631762fc,UFC 228: Woodley vs. Till,September 08 2018,"Dallas, Texas, USA",13,2018-09-08,0
143,http://ufcstats.com/event-details/c0342805a1948cbb,UFC Fight Night: Gaethje vs. Vick,August 25 2018,"Lincoln, Nebraska, USA",13,2018-08-25,0
144,http://ufcstats.com/event-details/03b1e846b09f721d,UFC 227: Dillashaw vs. Garbrandt 2,August 04 2018,"Los Angeles, California, USA",12,2018-08-04,0
145,http://ufcstats.com/event-details/322a56923b396b4d,UFC Fight Night: Alvarez vs. Poirier 2,July 28 2018,"Calgary, Alberta, Canada",13,2018-07-28,0
146,http://ufcstats.com/event-details/4f732e58ed907eff,UFC Fight Night: Shogun vs. Smith,July 22 2018,"Hamburg, Hamburg, Germany",13,2018-07-22,0
147,http://ufcstats.com/event-details/b45d6b73f4ca4467,UFC Fight Night: Dos Santos vs. Ivanov,July 14 2018,"Boise, Idaho, USA",13,2018-07-14,0
148,http://ufcstats.com/event-details/35585d970300d45a,UFC 226: Miocic vs. Cormier,July 07 2018,"Las Vegas, Nevada, USA",11,2018-07-07,0
149,http://ufcstats.com/event-details/8215e4fe24e8e81b,The Ultimate Fighter: Undefeated Finale,July 06 2018,"Las Vegas, Nevada, USA",12,2018-07-06,0
150,http://ufcstats.com/event-details/ac5f67109accb482,UFC Fight Night: Cowboy vs. Edwards,June 23 2018,"Kallang, Singapore",13,2018-06-23,0
151,http://ufcstats.com/event-details/2eae41f61776c60f,UFC 225: Whittaker vs. Romero 2,June 09 2018,"Chicago, Illinois, USA",14,2018-06-09,0
152,http://ufcstats.com/event-details/d29b5c4f22c6357d,UFC Fight Night: Rivera vs. Moraes,June 01 2018,"Utica, New York, USA",12,2018-06-01,0
153,http://ufcstats.com/event-details/f5990c11974d8e9c,UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",11,2018-05-27,0
154,http://ufcstats.com/event-details/3144121470023e9a,UFC Fight Night: Maia vs. Usman,May 19 2018,"Santiago, Chile",13,2018-05-19,0
155,http://ufcstats.com/event-details/67ec58d7cf599835,UFC 224: Nunes vs. Pennington,May 12 2018,"Rio de Janeiro, Rio de Janeiro, Brazil",13,2018-05-12,0
156,http://ufcstats.com/event-details/ad99fa5325519169,UFC Fight Night: Barboza vs. Lee,April 21 2018,"Atlantic City, New Jersey, USA",11,2018-04-21,0
157,http://ufcstats.com/event-details/620be7e0712d431b,UFC Fight Night: Poirier vs. Gaethje,April 14 2018,"Glendale, Arizona, USA",14,2018-04-14,0
158,http://ufcstats.com/event-details/49e7e05f902479ca,UFC 223: Khabib vs. Iaquinta,April 07 2018,"Brooklyn, New York, USA",9,2018-04-07,0
159,http://ufcstats.com/event-details/eed2b71d77d95416,UFC Fight Night: Werdum vs. Volkov,March 17 2018,"London, England, United Kingdom",10,2018-03-17,0
160,http://ufcstats.com/event-details/7929be8290289a47,UFC 222: Cyborg vs. Kunitskaya,March 03 2018,"Las Vegas, Nevada, USA",12,2018-03-03,0
161,http://ufcstats.com/event-details/daa89f01e1c0f42a,UFC Fight Night: Emmett vs. Stephens,February 24 2018,"Orlando, Florida, USA",12,2018-02-24,0
162,http://ufcstats.com/event-details/d181689653115b6a,UFC Fight Night: Cerrone vs. Medeiros,February 18 2018,"Austin, Texas, USA",12,2018-02-18,0
163,http://ufcstats.com/event-details/15515e797aedc137,UFC 221: Romero vs. Rockhold,February 10 2018,"Perth, Western Australia, Australia",12,2018-02-10,0
164,http://ufcstats.com/event-details/7cf20446453f852b,UFC Fight Night: Machida vs. Anders,February 03 2018,"Belem, Para, Brazil",11,2018-02-03,0
165,http://ufcstats.com/event-details/602bb270f2bdbf02,UFC Fight Night: Jacare vs. Brunson 2,January 27 2018,"Charlotte, North Carolina, USA",12,2018-01-27,0
166,http://ufcstats.com/event-details/02177caefe7c07d4,UFC 220: Miocic vs. Ngannou,January 20 2018,"Boston, Massachusetts, USA",11,2018-01-20,0
167,http://ufcstats.com/event-details/fc1868f56d3036eb,UFC Fight Night: Stephens vs. Choi,January 14 2018,"St. Louis, Missouri, USA",11,2018-01-14,0
168,http://ufcstats.com/event-details/04076783ca83d6ae,UFC 219: Cyborg vs. Holm,December 30 2017,"Las Vegas, Nevada, USA",12,2017-12-30,0
169,http://ufcstats.com/event-details/eaa0a728cc91ef60,UFC Fight Night: Lawler vs. Dos Anjos,December 16 2017,"Winnipeg, Manitoba, Canada",11,2017-12-16,0
170,http://ufcstats.com/event-details/bcd124bcd3d5be46,UFC Fight Night: Swanson vs. Ortega,December 09 2017,"Fresno, California, USA",13,2017-12-09,0
171,http://ufcstats.com/event-details/9e30f69cc0869301,UFC 218: Holloway vs. Aldo 2,December 02 2017,"Detroit, Michigan, USA",13,2017-12-02,0
172,http://ufcstats.com/event-details/30e8b4505f5ccf92,The Ultimate Fighter: A New World Champion Finale,December 01 2017,"Las Vegas, Nevada, USA",12,2017-12-01,0
173,http://ufcstats.com/event-details/e7bc606d269896aa,UFC Fight Night: Bisping vs. Gastelum,November 25 2017,"Shanghai, Hebei, China",12,2017-11-25,0
174,http://ufcstats.com/event-details/caced97768818230,UFC Fight Night: Werdum vs. Tybura,November 18 2017,"Sydney, New South Wales, Australia",13,2017-11-18,0
175,http://ufcstats.com/event-details/d856a0080ac09ed7,UFC Fight Night: Poirier vs. Pettis,November 11 2017,"Norfolk, Virginia, USA",13,2017-11-11,0
176,http://ufcstats.com/event-details/a25b71fe5e31fa97,UFC 217: Bisping vs. St-Pierre,November 04 2017,"New York City, New York, USA",11,2017-11-04,0
177,http://ufcstats.com/event-details/a7724f51e32e763e,UFC Fight Night: Brunson vs. Machida,October 28 2017,"Sao Paulo, Sao Paulo, Brazil",12,2017-10-28,0
178,http://ufcstats.com/event-details/d6b68eaf4b68b160,UFC Fight Night: Cerrone vs. Till,October 21 2017,"Gdansk, Poland",11,2017-10-21,0
179,http://ufcstats.com/event-details/cc5834a495d1ea08,UFC 216: Ferguson vs. Lee,October 07 2017,"Las Vegas, Nevada, USA",13,2017-10-07,0
180,http://ufcstats.com/event-details/9211aae062b799d6,UFC Fight Night: Saint Preux vs. Okami,September 22 2017,"Saitama, Saitama, Japan",10,2017-09-22,0
181,http://ufcstats.com/event-details/1979c80150f630c4,UFC Fight Night: Rockhold vs. Branch,September 16 2017,"Pittsburgh, Pennsylvania, USA",10,2017-09-16,0
182,http://ufcstats.com/event-details/d86e913c548c07c2,UFC 215: Nunes vs Shevchenko 2,September 09 2017,"Edmonton, Alberta, Canada",11,2017-09-09,0
183,http://ufcstats.com/event-details/a3244e3238541482,UFC Fight Night: Volkov vs. Struve,September 02 2017,"Rotterdam, Zuid-Holland, Netherlands",12,2017-09-02,0
184,http://ufcstats.com/event-details/f4a031ac205ac580,UFC Fight Night: Pettis vs. Moreno,August 05 2017,"Mexico City, Distrito Federal, Mexico",12,2017-08-05,0
185,http://ufcstats.com/event-details/ff9578cdbfabd323,UFC 214: Cormier vs. Jones 2,July 29 2017,"Anaheim, California, USA",13,2017-07-29,0
186,http://ufcstats.com/event-details/9f3d6ddef3d3cccc,UFC Fight Night: Weidman vs. Gastelum,July 22 2017,"Uniondale, New York, USA",13,2017-07-22,0
187,http://ufcstats.com/event-details/d7907a9a968e4d29,UFC Fight Night: Nelson vs. Ponzinibbio,July 16 2017,"Glasgow, Scotland, United Kingdom",12,2017-07-16,0
188,http://ufcstats.com/event-details/686cccbf1a4de453,UFC 213: Romero vs. Whittaker,July 08 2017,"Las Vegas, Nevada, USA",11,2017-07-08,0
189,http://ufcstats.com/event-details/23bd78c3f89bdb54,The Ultimate Fighter: Redemption Finale,July 07 2017,"Las Vegas, Nevada, USA",11,2017-07-07,0
190,http://ufcstats.com/event-details/99bf06f20491cb54,UFC Fight Night: Chiesa vs. Lee,June 25 2017,"Oklahoma City, Oklahoma, USA",13,2017-06-25,0
191,http://ufcstats.com/event-details/353de740bb6c7e75,UFC Fight Night: Holm vs. Correia,June 17 2017,"Kallang, Singapore",12,2017-06-17,0
192,http://ufcstats.com/event-details/90e7447d8b7f3f35,UFC Fight Night: Lewis vs. Hunt,June 10 2017,"Auckland, New Zealand",11,2017-06-10,0
193,http://ufcstats.com/event-details/1507214bbc7a79e2,UFC 212: Aldo vs. Holloway,June 03 2017,"Rio de Janeiro, Rio de Janeiro, Brazil",12,2017-06-03,0
194,http://ufcstats.com/event-details/1c7cce2f5c17160d,UFC Fight Night: Gustafsson vs. Teixeira,May 28 2017,"Stockholm, Sweden",12,2017-05-28,0
