eventHyperlink,eventLink,location 
http://ufcstats.com/event-details/47b7e4e60813b7b2,"UFC Fight Night: Belfort vs. GastelumMarch 11, 2017","Fortaleza, Ceara, Brazil"
http://ufcstats.com/event-details/20e403a1acfef130,"UFC 209: Woodley vs. Thompson 2March 04, 2017","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/b4ad3a06ee4d660c,"UFC Fight Night: Lewis vs. BrowneFebruary 19, 2017","Halifax, Nova Scotia, Canada"
http://ufcstats.com/event-details/865aa315ea62c511,"UFC 208: Holm vs. De RandamieFebruary 11, 2017","Brooklyn, New York, USA"
http://ufcstats.com/event-details/6a8a06b542e1516d,"UFC Fight Night: Bermudez vs. The Korean ZombieFebruary 04, 2017","Houston, Texas, USA"
http://ufcstats.com/event-details/4512e46543b960ad,"UFC on FOX: Shevchenko vs. PenaJanuary 28, 2017","Denver, Colorado, USA"
http://ufcstats.com/event-details/46effbd1135423c5,"UFC Fight Night: Rodriguez vs. PennJanuary 15, 2017","Phoenix, Arizona, USA"
http://ufcstats.com/event-details/4b2390cfaceb91d8,"UFC 207: Nunes vs. RouseyDecember 30, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/32541eb5d12668b4,"UFC on FOX: VanZant vs. WatersonDecember 17, 2016","Sacramento, California, USA"
http://ufcstats.com/event-details/6e3282d57d2467a0,"UFC 206: Holloway vs. PettisDecember 10, 2016","Toronto, Ontario, Canada"
http://ufcstats.com/event-details/7139cd2ae4bf6a29,"UFC Fight Night: Lewis vs. AbdurakhimovDecember 09, 2016","Albany, New York, USA"
http://ufcstats.com/event-details/bd4389b71fdc0ce2,"The Ultimate Fighter: Tournament of Champions FinaleDecember 03, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/73e09f837f3b5ecc,"UFC Fight Night: Whittaker vs. BrunsonNovember 26, 2016","Melbourne, Victoria, Australia"
http://ufcstats.com/event-details/5cde96e0a1a1fffe,"UFC Fight Night: Bader vs. NogueiraNovember 19, 2016","Sao Paulo, Sao Paulo, Brazil"
http://ufcstats.com/event-details/6810d8d2dd557cf9,"UFC Fight Night: Mousasi vs. Hall 2November 19, 2016","Belfast, Northern Ireland, United Kingdom"
http://ufcstats.com/event-details/4956f60b7fa57c1a,"UFC 205: Alvarez vs McGregorNovember 12, 2016","New York City, New York, USA"
http://ufcstats.com/event-details/6083f497c22cc075,"UFC Fight Night: Dos Anjos vs. FergusonNovember 05, 2016","Mexico City, Distrito Federal, Mexico"
http://ufcstats.com/event-details/154a6b3ffae264cd,"UFC 204: Bisping vs. HendersonOctober 08, 2016","Manchester, England, United Kingdom"
http://ufcstats.com/event-details/a196332ee4aa8a82,"UFC Fight Night: Lineker vs. DodsonOctober 01, 2016","Portland, Oregon, USA"
http://ufcstats.com/event-details/e18012194473e8b0,"UFC Fight Night: Cyborg vs. LansbergSeptember 24, 2016","Brasilia, Distrito Federal, Brazil"
http://ufcstats.com/event-details/d6455cb4bee503ce,"UFC Fight Night: Poirier vs. JohnsonSeptember 17, 2016","Hidalgo, Texas, USA"
http://ufcstats.com/event-details/2dc7f1762dc0a7ef,"UFC 203: Miocic vs. OvereemSeptember 10, 2016","Cleveland, Ohio, USA"
http://ufcstats.com/event-details/2b4faacc16d66898,"UFC Fight Night: Arlovski vs. BarnettSeptember 03, 2016","Hamburg, Hamburg, Germany"
http://ufcstats.com/event-details/cfbccfed4e4796fe,"UFC on FOX: Maia vs. ConditAugust 27, 2016","Vancouver, British Columbia, Canada"
http://ufcstats.com/event-details/5da4e8dc02e50ac0,"UFC 202: Diaz vs. McGregor 2August 20, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/232c582f29f8f65e,"UFC Fight Night: Rodriguez vs. CaceresAugust 06, 2016","Salt Lake City, Utah, USA"
http://ufcstats.com/event-details/72cbe507644a587c,"UFC 201: Lawler vs. WoodleyJuly 30, 2016","Atlanta, Georgia, USA"
http://ufcstats.com/event-details/8a028648f3f0761d,"UFC on FOX: Holm vs. ShevchenkoJuly 23, 2016","Chicago, Illinois, USA"
http://ufcstats.com/event-details/5e7a28f20927d64a,"UFC Fight Night: McDonald vs. LinekerJuly 13, 2016","Sioux Falls, South Dakota, USA"
http://ufcstats.com/event-details/aa5b4eff51bdc7d1,"UFC 200: Tate vs NunesJuly 09, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/cd42bbe8887bba90,"The Ultimate Fighter: Team Joanna vs. Team Cláudia FinaleJuly 08, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/45a2ba3ef82b9700,"UFC Fight Night: Dos Anjos vs. AlvarezJuly 07, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/563d051c9e769b24,"UFC Fight Night: MacDonald vs ThompsonJune 18, 2016","Ottawa, Ontario, Canada"
http://ufcstats.com/event-details/ff4c3ab594c7fac3,"UFC 199: Rockhold vs. Bisping 2June 04, 2016","Los Angeles, California, USA"
http://ufcstats.com/event-details/990060b2a68a7b82,"UFC Fight Night: Almeida vs GarbrandtMay 29, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/a4bf17bd3ba3423b,"UFC 198: Werdum vs MiocicMay 14, 2016","Curitiba, Parana, Brazil"
http://ufcstats.com/event-details/a314687f372b2cec,"UFC Fight Night: Overeem vs ArlovskiMay 08, 2016","Rotterdam, Zuid-Holland, Netherlands"
http://ufcstats.com/event-details/3d481aa374c954a1,"UFC 197: Jones vs Saint PreuxApril 23, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/e7e970d508529bf3,"UFC on FOX: Teixeira vs EvansApril 16, 2016","Tampa, Florida, USA"
http://ufcstats.com/event-details/4887e5bc4dbb73ff,"UFC Fight Night: Rothwell vs Dos SantosApril 10, 2016","Zagreb, Croatia"
http://ufcstats.com/event-details/e60201cfab7d656d,"UFC Fight Night: Hunt vs MirMarch 19, 2016","Brisbane, Queensland, Australia"
http://ufcstats.com/event-details/db1f2ed63b54b9a7,"UFC 196: McGregor vs DiazMarch 05, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/39c568f8c579913e,"UFC Fight Night: Silva vs BispingFebruary 27, 2016","London, England, United Kingdom"
http://ufcstats.com/event-details/d56bb6dff2ae77eb,"UFC Fight Night: Cowboy vs CowboyFebruary 21, 2016","Pittsburgh, Pennsylvania, USA"
http://ufcstats.com/event-details/de99da2c0d18d34a,"UFC Fight Night: Hendricks vs ThompsonFebruary 06, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/b3fb8d2293e17a59,"UFC on FOX: Johnson vs. BaderJanuary 30, 2016","Newark, New Jersey, USA"
http://ufcstats.com/event-details/c6becb722706c7d8,"UFC Fight Night: Dillashaw vs CruzJanuary 17, 2016","Boston, Massachusetts, USA"
http://ufcstats.com/event-details/380e8b023290d091,"UFC 195: Lawler vs ConditJanuary 02, 2016","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/80d918336163b80c,"UFC on FOX: Dos Anjos vs. Cowboy 2December 19, 2015","Orlando, Florida, USA"
http://ufcstats.com/event-details/354808cf38d9d73c,"UFC 194: Aldo vs McGregorDecember 12, 2015","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/20fbff570c678e1c,"The Ultimate Fighter: Team McGregor vs. Team Faber FinaleDecember 11, 2015","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/dd39f1ca787a3d9d,"UFC Fight Night: Namajunas vs. VanZantDecember 10, 2015","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/4d636c3aa1105950,"UFC Fight Night: Henderson vs MasvidalNovember 28, 2015","Seoul, South Korea"
http://ufcstats.com/event-details/243b07fc65ccbb16,"UFC Fight Night: Magny vs GastelumNovember 21, 2015","Monterrey, Nuevo Leon, Mexico"
http://ufcstats.com/event-details/8d04923f2db59b7f,"UFC 193: Rousey vs HolmNovember 14, 2015","Melbourne, Victoria, Australia"
http://ufcstats.com/event-details/5345f86680378fc1,"UFC Fight Night: Belfort vs Henderson 3November 07, 2015","Sao Paulo, Sao Paulo, Brazil"
http://ufcstats.com/event-details/f3155a94ca420126,"UFC Fight Night: Holohan vs SmolkaOctober 24, 2015","Dublin, Leinster, Ireland"
http://ufcstats.com/event-details/119ebea97e914dcf,"UFC 192: Cormier vs GustafssonOctober 03, 2015","Houston, Texas, USA"
http://ufcstats.com/event-details/a4dd5c9a75763295,"UFC Fight Night: Barnett vs NelsonSeptember 26, 2015","Saitama, Japan"
http://ufcstats.com/event-details/82f5c81f4e3c3eb5,"UFC 191: Johnson vs Dodson 2September 05, 2015","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/2ce6541127b0e232,"UFC Fight Night: Holloway vs OliveiraAugust 23, 2015","Saskatoon, Saskatchewan, Canada"
http://ufcstats.com/event-details/b71667c778b6d9e5,"UFC Fight Night: Teixeira vs Saint PreuxAugust 08, 2015","Nashville, Tennessee, USA"
http://ufcstats.com/event-details/a9c45a8b21eabadc,"UFC 190: Rousey vs CorreiaAugust 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil"
http://ufcstats.com/event-details/0c3838c8f7c620c2,"UFC on FOX: Dillashaw vs. Barao IIJuly 25, 2015","Chicago, Illinois, USA"
http://ufcstats.com/event-details/ef7fa30364cbe7f2,"UFC Fight Night: Bisping vs LeitesJuly 18, 2015","Glasgow, Scotland, United Kingdom"
http://ufcstats.com/event-details/36877f0e62b25b96,"UFC Fight Night: Mir vs DuffeeJuly 15, 2015","San Diego, California, USA"
http://ufcstats.com/event-details/a890f9a791ed615d,"The Ultimate Fighter: American Top Team vs. Blackzilians FinaleJuly 12, 2015","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/3be081c29bf734d9,"UFC 189: Mendes vs McGregorJuly 11, 2015","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/86e388ed20761ad9,"UFC Fight Night: Machida vs RomeroJune 27, 2015","Hollywood, Florida, USA"
http://ufcstats.com/event-details/194fc025f9355db6,"UFC Fight Night: Jedrzejczyk vs PenneJune 20, 2015","Berlin, Berlin, Germany"
http://ufcstats.com/event-details/a58114c6dd0add64,"UFC 188: Velasquez vs WerdumJune 13, 2015","Mexico City, Distrito Federal, Mexico"
http://ufcstats.com/event-details/06dc1a58663579d2,"UFC Fight Night: Boetsch vs HendersonJune 06, 2015","New Orleans, Louisiana, USA"
http://ufcstats.com/event-details/aae0897825336b1a,"UFC Fight Night: Condit vs AlvesMay 30, 2015","Goiania, Goias, Brazil"
http://ufcstats.com/event-details/4f7e290e71d60f87,"UFC 187: Johnson vs CormierMay 23, 2015","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/b1605ea39fba6af6,"UFC Fight Night: Edgar vs FaberMay 16, 2015","Manila, Philippines"
http://ufcstats.com/event-details/8a1b4330c7957961,"UFC Fight Night: Miocic vs HuntMay 09, 2015","Adelaide, South Australia, Australia"
http://ufcstats.com/event-details/997b4f52f76a0b53,"UFC 186: Johnson vs HoriguchiApril 25, 2015","Montreal, Quebec, Canada"
http://ufcstats.com/event-details/bc7cf284c1c2f16e,"UFC on FOX: Machida vs RockholdApril 18, 2015","Newark, New Jersey, USA"
http://ufcstats.com/event-details/5de61b03868035ff,"UFC Fight Night: Gonzaga vs Cro Cop 2April 11, 2015","Krakow, Poland"
http://ufcstats.com/event-details/16d09e800ad7ec79,"UFC Fight Night: Mendes vs LamasApril 04, 2015","Fairfax, Virginia, USA"
http://ufcstats.com/event-details/fa534853eb195270,"UFC Fight Night: Maia vs LaFlareMarch 21, 2015","Rio de Janeiro, Brazil"
http://ufcstats.com/event-details/f54200f1dfb9b5d4,"UFC 185: Pettis vs Dos AnjosMarch 14, 2015","Dallas, Texas, USA"
http://ufcstats.com/event-details/ad4e9055bf8cd04d,"UFC 184: Rousey vs ZinganoFebruary 28, 2015","Los Angeles, California, USA"
http://ufcstats.com/event-details/0577808d22dfe79c,"UFC Fight Night: Bigfoot vs MirFebruary 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
http://ufcstats.com/event-details/f9c7fe2682af3802,"UFC Fight Night: Henderson vs ThatchFebruary 14, 2015","Broomfield, Colorado, USA"
http://ufcstats.com/event-details/43563a32c3f10e95,"UFC 183: Silva vs DiazJanuary 31, 2015","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/706404da0775dcbc,"UFC on FOX: Gustafsson vs JohnsonJanuary 24, 2015","Stockholm, Sweden"
http://ufcstats.com/event-details/f9aa6376ae16bfb4,"UFC Fight Night: McGregor vs SiverJanuary 18, 2015","Boston, Massachusetts, USA"
http://ufcstats.com/event-details/a72d260b436924c4,"UFC 182: Jones vs CormierJanuary 03, 2015","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/4e5bbc4566049cbf,"UFC Fight Night: Machida vs DollawayDecember 20, 2014","Barueri, Sao Paulo, Brazil"
http://ufcstats.com/event-details/d4a12dfa4067742f,"UFC on FOX: Dos Santos vs MiocicDecember 13, 2014","Phoenix, Arizona, USA"
http://ufcstats.com/event-details/222d6b547de2e035,"The Ultimate Fighter: A Champion Will Be Crowned FinaleDecember 12, 2014","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/dfdd0c5dd0d4bc23,"UFC 181: Hendricks vs Lawler IIDecember 06, 2014","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/155a02a8b4311057,"UFC Fight Night: Edgar vs SwansonNovember 22, 2014","Austin, Texas, USA"
http://ufcstats.com/event-details/59851163aaf1aed8,"UFC 180: Werdum vs HuntNovember 15, 2014","Mexico City, Distrito Federal, Mexico"
http://ufcstats.com/event-details/6ca68b636fbc1f18,"UFC Fight Night 56: Shogun vs Saint PreuxNovember 08, 2014","Uberlandia, Minas Gerais, Brazil"
http://ufcstats.com/event-details/371a1c91b24dec2b,"UFC Fight Night: Rockhold vs BispingNovember 07, 2014","Sydney, New South Wales, Australia"
http://ufcstats.com/event-details/53f02bbc41d99432,"UFC 179: Aldo vs Mendes 2October 25, 2014","Rio de Janeiro, Brazil"
http://ufcstats.com/event-details/0313bf497de9c470,"UFC Fight Night: MacDonald vs SaffiedineOctober 04, 2014","Halifax, Nova Scotia, Canada"
http://ufcstats.com/event-details/8dc4f34c1f50d00d,"UFC Fight Night: Nelson vs StoryOctober 04, 2014","Stockholm, Sweden"
http://ufcstats.com/event-details/3bb030257966b022,"UFC 178: Johnson vs CariasoSeptember 27, 2014","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/2dea80c069847321,"UFC Fight Night: Hunt vs NelsonSeptember 20, 2014","Saitama, Japan"
http://ufcstats.com/event-details/a71feb7ea7592a71,"UFC Fight Night: Bigfoot vs ArlovskiSeptember 13, 2014","Brasilia, Distrito Federal, Brazil"
http://ufcstats.com/event-details/9bcfb40dbcd50568,"UFC Fight Night: Jacare vs MousasiSeptember 05, 2014","Ledyard, Connecticut, USA"
http://ufcstats.com/event-details/269d103c96a4c3a5,"UFC 177: Dillashaw vs SotoAugust 30, 2014","Sacramento, California, USA"
http://ufcstats.com/event-details/063649e21bc9d6d5,"UFC Fight Night: Henderson vs Dos AnjosAugust 23, 2014","Tulsa, Oklahoma, USA"
http://ufcstats.com/event-details/770b9d4813c25902,"UFC Fight Night: Bisping vs LeAugust 23, 2014","Macau, China"
http://ufcstats.com/event-details/fd7acf42bd6e7e95,"UFC Fight Night: Bader vs Saint PreuxAugust 16, 2014","Bangor, Maine, USA"
http://ufcstats.com/event-details/05fbfe628658c538,"UFC on FOX: Lawler vs BrownJuly 26, 2014","San Jose, California, USA"
http://ufcstats.com/event-details/073eee4e62f0d988,"UFC Fight Night: McGregor vs BrandaoJuly 19, 2014","Dublin, Leinster, Ireland"
http://ufcstats.com/event-details/79ded75550efc139,"UFC Fight Night: Cowboy vs MillerJuly 16, 2014","Atlantic City, New Jersey, USA"
http://ufcstats.com/event-details/1c5879330d42255f,"The Ultimate Fighter: Team Edgar vs. Team Penn FinaleJuly 06, 2014","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/53adf5b845d91e4a,"UFC 175: Weidman vs MachidaJuly 05, 2014","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/c0ed7b208197e8de,"UFC Fight Night: Swanson vs StephensJune 28, 2014","San Antonio, Texas, USA"
http://ufcstats.com/event-details/ac9521250dc1a14c,"UFC Fight Night: Te Huna vs MarquardtJune 28, 2014","Auckland, New Zealand"
http://ufcstats.com/event-details/5b5307450405abf0,"UFC 174: Johnson vs BagautinovJune 14, 2014","Vancouver, British Columbia, Canada"
http://ufcstats.com/event-details/1fcfc3709fe58151,"UFC Fight Night: Henderson vs KhabilovJune 07, 2014","Albuquerque, New Mexico, USA"
http://ufcstats.com/event-details/59aaf2730b84698a,"UFC Fight Night: Miocic vs MaldonadoMay 31, 2014","Sao Paulo, Brazil"
http://ufcstats.com/event-details/b757c73f443d4fca,"UFC Fight Night: Munoz vs MousasiMay 31, 2014","Berlin, Germany"
http://ufcstats.com/event-details/9ca265dfe8323db3,"UFC 173: Barao vs DillashawMay 24, 2014","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/579fcdfcabd23a7b,"UFC Fight Night: Brown vs SilvaMay 10, 2014","Cincinnati, Ohio, USA"
http://ufcstats.com/event-details/4f2fcbefb668689d,"UFC 172: Jones vs TeixeiraApril 26, 2014","Baltimore, Maryland, USA"
http://ufcstats.com/event-details/a421465acbe59c77,"UFC on FOX: Werdum vs BrowneApril 19, 2014","Orlando, Florida, USA"
http://ufcstats.com/event-details/f9f07bb5a43535ed,"UFC Fight Night: Bisping vs KennedyApril 16, 2014","Quebec City, Quebec, Canada"
http://ufcstats.com/event-details/d632d156c0549e07,"UFC Fight Night: Minotauro vs NelsonApril 11, 2014","Abu Dhabi, United Arab Emirates"
http://ufcstats.com/event-details/d5f820c11a121050,"UFC Fight Night: Shogun vs Henderson 2March 23, 2014","Natal, Rio Grande do Norte, Brazil"
http://ufcstats.com/event-details/179f1948dc234f1f,"UFC 171: Hendricks vs LawlerMarch 15, 2014","Dallas, Texas, USA"
http://ufcstats.com/event-details/ebc1f40e00e0c481,"UFC Fight Night: Gustafsson vs ManuwaMarch 08, 2014","London, England, United Kingdom"
http://ufcstats.com/event-details/a26198ba5093147e,"UFC Fight Night: Kim vs HathawayMarch 01, 2014","Macau, China"
http://ufcstats.com/event-details/3138fab619faf4d1,"UFC 170: Rousey vs McMannFebruary 22, 2014","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/51b0bb73a1da34bc,"UFC Fight Night: Machida vs MousasiFebruary 15, 2014","Jaragua do Sul, Santa Catarina, Brazil"
http://ufcstats.com/event-details/fc31f896cde2bc2e,"UFC 169: Barao vs Faber 2February 01, 2014","Newark, New Jersey, USA"
http://ufcstats.com/event-details/a8d521d913df4e31,"UFC on FOX: Henderson vs ThomsonJanuary 25, 2014","Chicago, Illinois, USA"
http://ufcstats.com/event-details/30a09e43f15f1d75,"UFC Fight Night: Rockhold vs PhilippouJanuary 15, 2014","Duluth, Georgia, USA"
http://ufcstats.com/event-details/e5c9de15bb58b1c6,"UFC Fight Night: Saffiedine vs LimJanuary 04, 2014","Singapore, Singapore"
http://ufcstats.com/event-details/83d0de122f2f9664,"UFC 168: Weidman vs Silva 2December 28, 2013","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/480b702debcb5433,"UFC on FOX: Johnson vs. Benavidez 2December 14, 2013","Sacramento, California, USA"
http://ufcstats.com/event-details/ee457ef1e1c326c1,"UFC Fight Night: Hunt vs BigfootDecember 06, 2013","Brisbane, Queensland, Australia"
http://ufcstats.com/event-details/9a967e8e43dcef63,"The Ultimate Fighter: Team Rousey vs. Team Tate FinaleNovember 30, 2013","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/28f3c2258a1d8874,"UFC 167: St-Pierre vs HendricksNovember 16, 2013","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/5d7c18191b8aa432,"UFC Fight Night: Belfort vs Henderson 2November 09, 2013","Goiania, Goias, Brazil"
http://ufcstats.com/event-details/35dc6220b113b7ec,"UFC Fight Night: Fight for the Troops 3November 06, 2013","Fort Campbell, Kentucky, USA"
http://ufcstats.com/event-details/60884f31ead1609c,"UFC Fight Night: Machida vs MunozOctober 26, 2013","Manchester, England, United Kingdom"
http://ufcstats.com/event-details/eae4aec1a5a8ff01,"UFC 166: Velasquez vs Dos Santos 3October 19, 2013","Houston, Texas, USA"
http://ufcstats.com/event-details/43612456979e5d5e,"UFC Fight Night: Maia vs ShieldsOctober 09, 2013","Barueri, Sao Paulo, Brazil"
http://ufcstats.com/event-details/df5a77121ba84a5d,"UFC 165: Jones vs GustafssonSeptember 21, 2013","Toronto, Ontario, Canada"
http://ufcstats.com/event-details/b23fca14c7b79935,"UFC Fight Night: Teixeira vs BaderSeptember 04, 2013","Belo Horizonte, Minas Gerais, Brazil"
http://ufcstats.com/event-details/980b4e712489098e,"UFC 164: Henderson vs Pettis 2August 31, 2013","Milwaukee, Wisconsin, USA"
http://ufcstats.com/event-details/e5c38954c006f15c,"UFC Fight Night: Condit vs Kampmann 2August 28, 2013","Indianapolis, Indiana, USA"
http://ufcstats.com/event-details/cf1a88371c8cb690,"UFC Fight Night: Shogun vs SonnenAugust 17, 2013","Boston, Massachusetts, USA"
http://ufcstats.com/event-details/ebc5af72ad5a28cb,"UFC 163: Aldo vs JungAugust 03, 2013","Rio de Janeiro, Brazil"
http://ufcstats.com/event-details/5330fe7e4c3af81c,"UFC on FOX: Johnson vs MoragaJuly 27, 2013","Seattle, Washington, USA"
http://ufcstats.com/event-details/e0b74df14f52cd15,"UFC 162: Silva vs WeidmanJuly 06, 2013","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/8fd1f27e86661ede,"UFC 161: Evans vs HendersonJune 15, 2013","Winnipeg, Manitoba, Canada"
http://ufcstats.com/event-details/7865707fd684d77b,"UFC on FUEL TV: Nogueira vs. WerdumJune 08, 2013","Fortaleza, Ceara, Brazil"
http://ufcstats.com/event-details/3c241737a6069b9f,"UFC 160: Velasquez vs Silva 2May 25, 2013","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/030f08370fd1c2bb,"UFC on FX: Belfort vs. RockholdMay 18, 2013","Jaragua do Sul, Santa Catarina, Brazil"
http://ufcstats.com/event-details/ea0ad155451ed1f5,"UFC 159: Jones vs SonnenApril 27, 2013","Newark, New Jersey, USA"
http://ufcstats.com/event-details/aa79d5399571068e,"UFC on FOX: Henderson vs MelendezApril 20, 2013","San Jose, California, USA"
http://ufcstats.com/event-details/ce47f49e5c386a9c,"The Ultimate Fighter: Team Jones vs. Team Sonnen FinaleApril 13, 2013","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/6291ac0a3726732f,"UFC on FUEL TV: Mousasi vs LatifiApril 06, 2013","Stockholm, Sweden"
http://ufcstats.com/event-details/f1b2a4365799c48b,"UFC 158: St-Pierre vs DiazMarch 16, 2013","Montreal, Quebec, Canada"
http://ufcstats.com/event-details/83c6c3e0f8bde8ee,"UFC on FUEL TV: Silva vs. StannMarch 02, 2013","Saitama, Japan"
http://ufcstats.com/event-details/09c44b317c98bf96,"UFC 157: Rousey vs CarmoucheFebruary 23, 2013","Anaheim, California, USA"
http://ufcstats.com/event-details/4679a38cced7c64a,"UFC on FUEL TV: Barao vs McDonaldFebruary 16, 2013","London, England, United Kingdom"
http://ufcstats.com/event-details/601cf40c09090853,"UFC 156: Aldo vs EdgarFebruary 02, 2013","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/738acab0c6934dd8,"UFC on FOX: Johnson vs DodsonJanuary 26, 2013","Chicago, Illinois, USA"
http://ufcstats.com/event-details/56f4b81ec4db61af,"UFC on FX: Belfort vs BispingJanuary 19, 2013","Sao Paulo, Brazil"
http://ufcstats.com/event-details/c6e6926a81adcd00,"UFC 155: Dos Santos vs Velasquez IIDecember 29, 2012","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/c6da1c24fe473418,"The Ultimate Fighter: Team Carwin vs. Team Nelson FinaleDecember 15, 2012","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/e8c170a64dc920ac,"UFC on FX: Sotiropoulos vs PearsonDecember 14, 2012","Gold Coast, Queensland, Australia"
http://ufcstats.com/event-details/d1e6a6536ee62517,"UFC on FOX: Henderson vs DiazDecember 08, 2012","Seattle, Washington, USA"
http://ufcstats.com/event-details/d41937647eae9a34,"UFC 154: St-Pierre vs ConditNovember 17, 2012","Montreal, Quebec, Canada"
http://ufcstats.com/event-details/319fa1bd3176bded,"UFC Macao: Franklin vs LeNovember 10, 2012","Macau, China"
http://ufcstats.com/event-details/96d173b7f92aa520,"UFC 153: Silva vs BonnarOctober 13, 2012","Rio de Janeiro, Brazil"
http://ufcstats.com/event-details/6a0b80a24f22e152,"UFC on FX: Browne vs BigfootOctober 05, 2012","Minneapolis, Minnesota, USA"
http://ufcstats.com/event-details/6cbb7661c3258617,"UFC on FUEL TV: Struve vs MiocicSeptember 29, 2012","Nottingham, England, United Kingdom"
http://ufcstats.com/event-details/53e533db1b8e9712,"UFC 152: Jones vs BelfortSeptember 22, 2012","Toronto, Ontario, Canada"
http://ufcstats.com/event-details/3c48019bc387b80c,"UFC 150: Henderson vs Edgar IIAugust 11, 2012","Denver, Colorado, USA"
http://ufcstats.com/event-details/f62850b3c7480db9,"UFC on FOX: Shogun vs VeraAugust 04, 2012","Los Angeles, California, USA"
http://ufcstats.com/event-details/abbc4fc02e0d84b3,"UFC 149: Faber vs BaraoJuly 21, 2012","Calgary, Alberta, Canada"
http://ufcstats.com/event-details/d3b5ad3b15a64a18,"UFC on FUEL TV: Munoz vs WeidmanJuly 11, 2012","San Jose, California, USA"
http://ufcstats.com/event-details/e8efeb9cf33b1941,"UFC 148: Silva vs Sonnen 2July 07, 2012","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/3da19339ee7051d5,"UFC 147: Silva vs Franklin 2June 23, 2012","Belo Horizonte, Minas Gerais, Brazil"
http://ufcstats.com/event-details/505934897b8b4824,"UFC on FX: Maynard vs GuidaJune 22, 2012","Atlantic City, New Jersey, USA"
http://ufcstats.com/event-details/49590e0508b2c19f,"UFC on FX: Johnson vs McCallJune 08, 2012","Sunrise, Florida, USA"
http://ufcstats.com/event-details/96087e90d900f0ef,"The Ultimate Fighter: Live FinaleJune 01, 2012","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/4985113c0928aa62,"UFC 146: Dos Santos vs MirMay 26, 2012","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/8caca5857ce0e30b,"UFC on FUEL TV: Korean Zombie vs PoirierMay 15, 2012","Fairfax, Virginia, USA"
http://ufcstats.com/event-details/5898357a45a73674,"UFC on FOX: Diaz vs MillerMay 05, 2012","East Rutherford, New Jersey, USA"
http://ufcstats.com/event-details/155bfc7ed36622df,"UFC 145: Jones vs EvansApril 21, 2012","Atlanta, Georgia, USA"
http://ufcstats.com/event-details/21f2974fd08085e3,"UFC on FUEL TV: Gustafsson vs SilvaApril 14, 2012","Stockholm, Sweden"
http://ufcstats.com/event-details/b5ea750025697880,"UFC on FX: Alves vs KampmannMarch 02, 2012","Sydney, New South Wales, Australia"
http://ufcstats.com/event-details/8377c5572cb356f3,"UFC 144: Edgar vs HendersonFebruary 25, 2012","Saitama, Japan"
http://ufcstats.com/event-details/0a97691039c4bbfb,"UFC on FUEL TV: Sanchez vs EllenbergerFebruary 15, 2012","Omaha, Nebraska, USA"
http://ufcstats.com/event-details/df2cf66d8c0123db,"UFC 143: Diaz vs ConditFebruary 04, 2012","Las Vegas, Nevada, USA"
http://ufcstats.com/event-details/c3c23c99477c041b,"UFC on FOX: Evans vs DavisJanuary 28, 2012","Chicago, Illinois, USA"
